FAC_NAME,YEAR_QTR,YEAR,PrivatePublic,TotalMargin,TYPE_HOSP
ST. LOUISE REGIONAL HOSPITAL,20014,2001,Private,0.025742002,Comparable
ST. LUKE MEDICAL CENTER,20014,2001,Private,-0.369467019,Comparable
ST. LUKES HOSPITAL,20014,2001,Private,-0.052079507,Comparable
ST. MARY  MEDICAL CENTER,20014,2001,Private,0.027431136,Comparable
ST. MARY MEDICAL CENTER,20014,2001,Private,-0.022928696,Comparable
ST. MARYS MEDICAL CENTER,20014,2001,Private,-0.080145852,Comparable
ST. ROSE HOSPITAL,20014,2001,Private,-0.207045537,Comparable
ST. VINCENT MEDICAL CENTER,20014,2001,Private,-0.007682444,Comparable
STANFORD UNIVERSITY HOSPITAL,20014,2001,Private,-0.034967176,Comparable
STANISLAUS BEHAVIORNAL HEALTH CENTER,20014,2001,Public,-0.233245896,Comparable
STANISLAUS SURG CENTER,20014,2001,Private,0.016215757,Comparable
STAR VIEW ADOLESCENT - PHF,20014,2001,Private,0.547077329,Psychiatric Health Facilities
SUBURBAN MEDICAL CENTER,20014,2001,Private,0.110569621,Comparable
SUMMIT MEDICAL CENTER,20014,2001,Private,-0.123282182,Comparable
SUN HEALTH ROBERT H BALLARD REHAB HSP,20014,2001,Private,0.030118385,Comparable
SURPRISE VALLEY COMMUNITY HOSPITAL,20014,2001,Public,-0.125983786,Comparable
SUTTER AMADOR HOSPITAL,20014,2001,Private,0.233026941,Comparable
SUTTER AUBURN FAITH HOSPITAL,20014,2001,Private,0.106466719,Comparable
SUTTER CENTER FOR PSYCHIATRY,20014,2001,Private,-0.001120458,Comparable
SUTTER COAST HOSPITAL,20014,2001,Private,0.101922226,Comparable
SUTTER DAVIS HOSPITAL,20014,2001,Private,0.008650673,Comparable
SUTTER DELTA MEDICAL CENTER,20014,2001,Private,0.131706722,Comparable
SUTTER LAKESIDE HOSPITAL,20014,2001,Private,-0.090536744,Comparable
SUTTER MATERNITY & SURGERY CENTER,20014,2001,Private,0.041891428,Comparable
SUTTER MEDICAL CENTER OF SANTA ROSA,20014,2001,Private,-0.257564668,Comparable
SUTTER MEDICAL CENTER-SACRAMENTO,20014,2001,Private,0.068889373,Comparable
SUTTER ROSEVILLE MEDICAL CENTER,20014,2001,Private,0.201593486,Comparable
SUTTER SOLANO MEDICAL CENTER,20014,2001,Private,0.116016194,Comparable
SUTTER TRACY COMMUNITY HOSPITAL,20014,2001,Private,0.310153109,Comparable
SUTTER WARRACK HOSPITAL,20014,2001,Private,0.529444824,Comparable
SUTTER-YUBA - PHF,20014,2001,Public,-0.18615737,Psychiatric Health Facilities
TAHOE FOREST HOSPITAL,20014,2001,Public,0.0525169,Comparable
TARZANA TREATMENT CENTER,20014,2001,Private,0.353021535,Comparable
TEHACHAPI HOSPITAL,20014,2001,Public,-0.068003636,Comparable
TELECARE PLACER CO - P.H.F.,20014,2001,Private,0.056495441,Psychiatric Health Facilities
TELECARE SOLANO - PHF,20014,2001,Private,-0.161288834,Psychiatric Health Facilities
TEMPLE COMMUNITY HOSPITAL,20014,2001,Private,0.022347637,Comparable
THUNDER ROAD CHEMICAL DEPENDCY RCVRY HSP,20014,2001,Private,0.101726569,Comparable
TOM REDGATE MEMORIAL RECOVERY CENTER,20014,2001,Private,0.04463974,Comparable
TORRANCE MEMORIAL MEDICAL CENTER,20014,2001,Private,0.077065179,Comparable
TRI-CITY MEDICAL CENTER,20014,2001,Public,0.058161907,Comparable
TRI-CITY REGIONAL MEDICAL CENTER,20014,2001,Private,0.089555885,Comparable
TRINITY GENERAL HOSPITAL,20014,2001,Public,-0.188913005,Comparable
TULARE DISTRICT HOSPITAL,20014,2001,Public,-0.029681119,Comparable
TUOLUMNE GENERAL HOSPITAL,20014,2001,Public,-0.076013594,Comparable
TUSTIN HOSPITAL MEDICAL CENTER,20014,2001,Private,-0.355712662,Comparable
TUSTIN REHABILITATION HOSPITAL,20014,2001,Private,0.163764269,Comparable
TWIN CITIES COMMUNITY HOSPITAL,20014,2001,Private,0.263751954,Comparable
UCLA MEDICAL CENTER,20014,2001,Private,0.031123267,Comparable
UCSF MEDICAL CENTER,20014,2001,Private,0.007126228,Comparable
UKIAH VALLEY MEDICAL CENTER,20014,2001,Private,-0.067671891,Comparable
UNIVERSITY OF CALIF - SAN DIEGO MED CTR,20014,2001,Private,0.193273677,Comparable
UNIVERSITY OF CALIFORNIA DAVIS MED CTR,20014,2001,Private,0.218492236,Comparable
UNIVERSITY OF CALIFORNIA IRVINE MED CTR,20014,2001,Private,0.263782194,Comparable
USC KENNETH NORRIS JR. CANCER HOSPITAL,20014,2001,Private,0.065543991,Comparable
USC UNIVERSITY HOSPITAL,20014,2001,Private,0.281275905,Comparable
VACA VALLEY HOSPITAL,20014,2001,Private,0.272543476,Comparable
VALLEY MEMORIAL HOSPITAL,20014,2001,Private,0.032172066,Comparable
VALLEY PLAZA DOCTORS HOSPITAL,20014,2001,Private,0.166817535,Comparable
VALLEY PRESBYTERIAN HOSPITAL,20014,2001,Private,0.032864795,Comparable
VENTURA COUNTY MEDICAL CENTER,20014,2001,Public,0.091590772,Comparable
VERDUGO HILLS HOSPITAL,20014,2001,Private,-0.030163374,Comparable
VICTOR VALLEY COMMUNITY HOSPITAL,20014,2001,Private,0.056631537,Comparable
WASHINGTON HOSPITAL - FREMONT,20014,2001,Public,0.09472094,Comparable
WATSONVILLE COMMUNITY HOSPITAL,20014,2001,Private,0.059639422,Comparable
WEST ANAHEIM MEDICAL CENTER,20014,2001,Private,0.153395047,Comparable
WEST HILLS HOSPITAL & MEDICAL CENTER,20014,2001,Private,0.017028275,Comparable
WESTERN MEDICAL CENTER-ANAHEIM,20014,2001,Private,0.031622279,Comparable
WESTERN MEDICAL CENTER-SANTA ANA,20014,2001,Private,0.113318371,Comparable
WHITE MEMORIAL MEDICAL CENTER,20014,2001,Private,0.189983186,Comparable
WHITTIER HOSPITAL MEDICAL CENTER,20014,2001,Private,0.176074907,Comparable
WOODLAND MEMORIAL HOSPITAL,20014,2001,Private,0.003277119,Comparable
AGNEWS STATE HOSPITAL,20024,2002,Public,0.000373125,State Hospitals
ALAMEDA COUNTY MEDICAL CENTER,20024,2002,Public,0.216682986,Comparable
ALAMEDA HOSPITAL,20024,2002,Private,0.050064046,Comparable
ALHAMBRA HOSPITAL,20024,2002,Private,0.115150118,Comparable
ALTA BATES SUMMIT MED CTR-ALTA BATES,20024,2002,Private,-0.003879008,Comparable
ALVARADO HOSPITAL MEDICAL CENTER,20024,2002,Private,0.206266691,Comparable
ALVARADO PARKWAY INSTITUTE BHS,20024,2002,Private,0.018079893,Comparable
AMERICAN RECOVERY CENTER,20024,2002,Private,-0.007372072,Comparable
ANAHEIM GENERAL HOSPITAL,20024,2002,Private,-0.129501451,Comparable
ANAHEIM MEMORIAL MEDICAL CENTER,20024,2002,Private,0.0073387,Comparable
ANTELOPE VALLEY HOSPITAL MEDICAL CENTER,20024,2002,Public,0.058144554,Comparable
ARROWHEAD REGIONAL MEDICAL CENTER,20024,2002,Public,-0.010756359,Comparable
ARROYO GRANDE COMMUNITY HOSPITAL,20024,2002,Private,0.045525546,Comparable
ATASCADERO STATE HOSPITAL,20024,2002,Public,-0.000333818,State Hospitals
AURORA CHARTER OAK,20024,2002,Private,0.16295908,Comparable
AURORA SAN DIEGO,20024,2002,Private,0.139374127,Comparable
AURORA VISTA DEL MAR HOSPITAL,20024,2002,Private,0.143422197,Comparable
BAKERSFIELD HEART HOSPITAL,20024,2002,Private,0.100127534,Comparable
BAKERSFIELD MEMORIAL HOSPITAL,20024,2002,Private,0.037254201,Comparable
BARLOW HOSPITAL,20024,2002,Private,-0.012327444,Comparable
BARSTOW COMMUNITY HOSPITAL,20024,2002,Private,0.32054003,Comparable
BARTON MEMORIAL HOSPITAL,20024,2002,Private,0.182146655,Comparable
BEAR VALLEY COMMUNITY HOSPITAL,20024,2002,Public,-0.152566922,Comparable
BELLFLOWER MEDICAL CENTER,20024,2002,Private,0.136495605,Comparable
BETTY FORD CENTER OF EISENHOWER,20024,2002,Private,-0.092582607,Comparable
BEVERLY HOSPITAL,20024,2002,Private,-0.122304108,Comparable
BHC ALHAMBRA HOSPITAL,20024,2002,Private,0.186198146,Comparable
BIGGS-GRIDLEY MEMORIAL HOSPITAL,20024,2002,Private,-0.13266784,Comparable
BREA COMMUNITY HOSPITAL,20024,2002,Private,-0.4522866,Comparable
BROTMAN MEDICAL CENTER,20024,2002,Private,0.134304662,Comparable
BUTTE COUNTY MENTAL HEALTH - PHF,20024,2002,Public,0,Psychiatric Health Facilities
CALIFORNIA HOSPITAL MEDICAL CENTER,20024,2002,Private,0.088383387,Comparable
CALIFORNIA PACIFIC MEDICAL CENTER,20024,2002,Private,0.228091806,Comparable
CANYON RIDGE HOSPITAL,20024,2002,Private,0.014736087,Comparable
CASA COLINA HOSPITAL FOR REHABILITATIVE,20024,2002,Private,0.025068388,Comparable
CATALINA ISLAND MEDICAL CENTER,20024,2002,Private,0.058619562,Comparable
CEDAR VISTA HOSPITAL,20024,2002,Private,-0.043931651,Comparable
CEDARS-SINAI MEDICAL CENTER,20024,2002,Private,0.041350363,Comparable
CENTINELA FREEMAN M.C-MEMORIAL,20024,2002,Private,0.057912049,Comparable
CENTINELA FREEMAN MED CTR-CENTINELA,20024,2002,Private,0.292477574,Comparable
CENTINELA FREEMAN MED CTR-MARINA,20024,2002,Private,-0.04900343,Comparable
CENTRAL VALLEY GENERAL HOSPITAL,20024,2002,Private,-0.003602868,Comparable
CENTRAL VALLEY ORTHOPEDIC & SPINE INST,20024,2002,Private,-1.648822258,Comparable
CENTURY CITY DOCTORS HOSPITAL,20024,2002,Private,0.024538735,Comparable
CHAPMAN MEDICAL CENTER,20024,2002,Private,0.117095224,Comparable
CHILDRENS HOSP & RESEARCH CTR OAKLAND,20024,2002,Private,-0.005182769,Comparable
CHILDRENS HOSP CENTRAL CALIF,20024,2002,Private,-0.009635286,Comparable
CHILDRENS HOSPITAL AT MISSION,20024,2002,Private,0.026858935,Comparable
CHILDRENS HOSPITAL OF LOS ANGELES,20024,2002,Private,0.019020237,Comparable
CHILDRENS HOSPITAL OF ORANGE COUNTY,20024,2002,Private,0.015025662,Comparable
CHILDRENS HOSPITAL-SAN DIEGO,20024,2002,Private,-0.084612223,Comparable
CHILDRENS RECOVERY CENTER OF NORTHERN CA,20024,2002,Private,-0.000644301,Comparable
CHINESE HOSPITAL,20024,2002,Private,0.069795322,Comparable
CHINO VALLEY MEDICAL CENTER,20024,2002,Private,-0.060618772,Comparable
CHOWCHILLA DISTRICT MEMORIAL HOSPITAL,20024,2002,Public,-0.08248739,Comparable
CITRUS VALLEY MEDICAL CENTER - QV CAMPUS,20024,2002,Private,-0.026866715,Comparable
CITY OF ANGELS,20024,2002,Private,0.04868659,Comparable
CITY OF HOPE NATIONAL MEDICAL CENTER,20024,2002,Private,0.147504251,Comparable
CLOVIS COMMUNITY HOSPITAL,20024,2002,Private,0.078917551,Comparable
COALINGA REGIONAL MEDICAL CENTER,20024,2002,Public,-0.19807544,Comparable
COAST PLAZA DOCTORS HOSPITAL,20024,2002,Private,0.193421771,Comparable
COASTAL COMMUNITIES HOSPITAL,20024,2002,Private,0.120558737,Comparable
COLLEGE HOSPITAL,20024,2002,Private,0.023775692,Comparable
COLLEGE HOSPITAL COSTA MESA,20024,2002,Private,-0.099242194,Comparable
COLORADO RIVER MEDICAL CENTER,20024,2002,Private,0.197003816,Comparable
COLUSA REGIONAL MEDICAL CENTER,20024,2002,Private,0.062137532,Comparable
COMMUNITY & MISSION HOSP-HTG PARK,20024,2002,Private,0.055981114,Comparable
COMMUNITY HOSPITAL OF LONG BEACH,20024,2002,Private,0.174006815,Comparable
COMMUNITY HOSPITAL OF LOS GATOS,20024,2002,Private,0.142386306,Comparable
COMMUNITY HOSPITAL OF MONTEREY PENINSULA,20024,2002,Private,0.079686779,Comparable
COMMUNITY HOSPITAL OF SAN BERNARDINO,20024,2002,Private,0.071527963,Comparable
COMMUNITY MEM HOSP-SAN BUENAVENTURA,20024,2002,Private,0.070619151,Comparable
COMMUNITY REGIONAL MEDICAL CENTER,20024,2002,Private,0.016603189,Comparable
CONTINENTAL REHAB HOSP FOR SAN DIEGO,20024,2002,Private,-0.171135875,Comparable
CONTRA COSTA REGIONAL MEDICAL CENTER,20024,2002,Public,-0.039404026,Comparable
CORCORAN DISTRICT HOSPITAL,20024,2002,Public,0.145764324,Comparable
CORONA REGIONAL MEDICAL CENTER,20024,2002,Private,0.107379406,Comparable
DAMERON HOSPITAL,20024,2002,Private,0.029682009,Comparable
DEL AMO HOSPITAL,20024,2002,Private,0.089974638,Comparable
DELANO REGIONAL MEDICAL CENTER,20024,2002,Private,0.141832242,Comparable
DESERT REGIONAL MEDICAL CENTER,20024,2002,Private,0.297851246,Comparable
DESERT VALLEY HOSPITAL,20024,2002,Private,0.07815751,Comparable
DOCTORS HOSPITAL OF MANTECA,20024,2002,Private,0.290586575,Comparable
DOCTORS HOSPITAL OF WEST COVINA,20024,2002,Private,0.099762573,Comparable
DOCTORS MEDICAL CENTER,20024,2002,Private,0.455077911,Comparable
DOMINICAN SANTA CRUZ HOSPITAL - SOQUEL,20024,2002,Private,0.072042502,Comparable
DOS PALOS MEMORIAL HOSPITAL,20024,2002,Private,-0.198976716,Comparable
DOWNEY COMMUNITY HOSPITAL,20024,2002,Private,-0.195383257,Comparable
DRS MEDICAL CENTER - SAN PABLO-PINOLE,20024,2002,Private,0.056022763,Comparable
E & L MILLER CHILDRENS HOSPITAL,20024,2002,Private,0.019333279,Comparable
EAST LOS ANGELES DOCTORS HOSPITAL,20024,2002,Private,0.046947193,Comparable
EAST VALLEY HOSPITAL MED CTR,20024,2002,Private,0.001160068,Comparable
EASTERN PLUMAS HEALTH CARE,20024,2002,Public,0.007209073,Comparable
EDEN MEDICAL CENTER,20024,2002,Private,0.021407457,Comparable
EISENHOWER MEDICAL CENTER,20024,2002,Private,-0.042731525,Comparable
EL CAMINO HOSPITAL,20024,2002,Private,0.10120301,Comparable
EL CENTRO REGIONAL MEDICAL CENTER,20024,2002,Public,0.003078792,Comparable
EL DORADO COUNTY MENTAL HEALTH - PHF,20024,2002,Public,-0.049403836,Psychiatric Health Facilities
ELASTAR COMMUNITY HOSPITAL,20024,2002,Private,-0.237128862,Comparable
EMANUEL MEDICAL CENTER,20024,2002,Private,-0.075497466,Comparable
ENCINO TARZANA REGIONAL MEDICAL CENTER,20024,2002,Private,0.16417433,Comparable
ENCINO TARZANA REGIONAL MEDICAL CENTER,20024,2002,Private,0.154273775,Comparable
ENLOE MEDICAL CENTER - ESPLANADE CAMPUS,20024,2002,Private,0.004543682,Comparable
FAIRCHILD MEDICAL CENTER,20024,2002,Private,0.052611968,Comparable
FAIRVIEW DEVELOPMENTAL CENTER,20024,2002,Public,0.000171624,State Hospitals
FALLBROOK HOSPITAL DISTRICT,20024,2002,Public,0.219387893,Comparable
FEATHER RIVER HOSPITAL,20024,2002,Private,0.020640604,Comparable
FOOTHILL PRESBYTERIAN HOSPITAL,20024,2002,Private,0.002563932,Comparable
FOUNTAIN VALLEY RGNL HOSP & MC-EUCLID,20024,2002,Private,0.133136989,Comparable
FRANK R HOWARD MEMORIAL HOSPITAL,20024,2002,Private,0.062135679,Comparable
FREMONT HOSPITAL,20024,2002,Private,0.124029358,Comparable
FREMONT HOSPITAL,20024,2002,Private,0.055513273,Comparable
FRENCH HOSPITAL MEDICAL CENTER,20024,2002,Private,-0.154716455,Comparable
FRESNO COUNTY - PHF,20024,2002,Public,-2.116634563,Psychiatric Health Facilities
FRESNO SURGERY CENTER,20024,2002,Private,0.027778753,Comparable
GARDEN GROVE HOSPITAL & MEDICAL CENTER,20024,2002,Private,0.074788502,Comparable
GARFIELD MEDICAL CENTER,20024,2002,Private,0.282715207,Comparable
GATEWAYS HOSPITAL AND MENTAL HEALTH CTR,20024,2002,Private,0.124088659,Comparable
GEORGE L. MEE MEMORIAL HOSPITAL,20024,2002,Private,-0.015622391,Comparable
GLENDALE ADVENTIST MEDICAL CENTER,20024,2002,Private,0.019218697,Comparable
GLENDALE MEMORIAL HOSPITAL & HEALTH CTR,20024,2002,Private,0.007994553,Comparable
GLENN MEDICAL CENTER,20024,2002,Private,-0.220055918,Comparable
GOLETA VALLEY COTTAGE HOSPITAL,20024,2002,Private,0.001854267,Comparable
GOOD SAMARITAN HOSPITAL -  BAKERSFIELD,20024,2002,Private,-0.098041618,Comparable
GOOD SAMARITAN HOSPITAL - LA,20024,2002,Private,0.007086093,Comparable
GOOD SAMARITAN HOSPITAL - SAN JOSE,20024,2002,Private,0.045495438,Comparable
GRANADA HILLS COMMUNITY HOSPITAL,20024,2002,Private,-0.205788005,Comparable
GREATER EL MONTE COMMUNITY HOSPITAL,20024,2002,Private,0.044191557,Comparable
GROSSMONT HOSPITAL,20024,2002,Private,0.050135563,Comparable
HANFORD COMMUNITY HOSPITAL,20024,2002,Private,0.075933325,Comparable
HAZEL HAWKINS MEMORIAL HOSPITAL,20024,2002,Public,0.115618906,Comparable
HEALDSBURG DISTRICT HOSPITAL,20024,2002,Public,-0.624770674,Comparable
HEALTHBRIDGE CHILDRENS REHAB,20024,2002,Private,0.012289416,Comparable
HEALTHSOUTH BAKERSFIELD REG REHAB HOSP,20024,2002,Private,0.389995968,Comparable
HEBREW HOME FOR THE AGED DISABLED,20024,2002,Private,-0.158808889,LTC Emphasis
HEMET VALLEY MEDICAL CENTER,20024,2002,Public,0.073158389,Comparable
HENRY MAYO NEWHALL MEMORIAL HOSPITAL,20024,2002,Private,0.077210943,Comparable
HERITAGE OAKS HOSPITAL,20024,2002,Private,0.107512991,Comparable
HI-DESERT MEDICAL CENTER,20024,2002,Public,-0.021504565,Comparable
HOAG MEMORIAL HOSPITAL PRESBYTERIAN,20024,2002,Private,0.086987747,Comparable
HOLLYWOOD COMMUNITY HOSP OF HOLLYWOOD,20024,2002,Private,-0.129953119,Comparable
HOLLYWOOD PRESBYTERIAN MEDICAL CTR,20024,2002,Private,0.091253359,Comparable
HUNTINGTON BEACH HOSPITAL,20024,2002,Private,-0.100652447,Comparable
HUNTINGTON MEMORIAL HOSPITAL,20024,2002,Private,-0.002320851,Comparable
INDIAN VALLEY HOSPITAL,20024,2002,Public,-0.000260098,Comparable
IRVINE MEDICAL CENTER,20024,2002,Private,0.059075304,Comparable
JEROLD PHELPS COMMUNITY HOSPITAL,20024,2002,Public,-0.227147237,Comparable
JOHN C FREMONT HEALTHCARE DISTRICT,20024,2002,Public,0.10942224,Comparable
JOHN F. KENNEDY MEMORIAL HOSPITAL,20024,2002,Private,0.095905877,Comparable
JOHN MUIR BEHAVIORAL HEALTH CENTER,20024,2002,Private,0.004260303,Comparable
JOHN MUIR MED CTR-CONCORD CAMPUS,20024,2002,Private,0.116358909,Comparable
JOHN MUIR MED CTR-WALNUT CREEK CAMPUS,20024,2002,Private,0.180876493,Comparable
KAISER FND HOSP - SANTA TERESA COMMUNITY,20024,2002,Private,#DIV/0!,Kaiser Foundation Health
KAISER FND HOSP REHAB CTR - VALLEJO,20024,2002,Private,#DIV/0!,Kaiser Foundation Health
KAISER FND HOSPITAL - BALDWIN PARK,20024,2002,Private,#DIV/0!,Kaiser Foundation Health
KAISER FND HOSPITAL - BELLFLOWER,20024,2002,Private,#DIV/0!,Kaiser Foundation Health
KAISER FND HOSPITAL - FONTANA,20024,2002,Private,#DIV/0!,Kaiser Foundation Health
KAISER FND HOSPITAL - FRESNO,20024,2002,Private,#DIV/0!,Kaiser Foundation Health
KAISER FND HOSPITAL - GEARY (S.F.),20024,2002,Private,#DIV/0!,Kaiser Foundation Health
KAISER FND HOSPITAL - HARBOR CITY,20024,2002,Private,#DIV/0!,Kaiser Foundation Health
KAISER FND HOSPITAL - HAYWARD,20024,2002,Private,#DIV/0!,Kaiser Foundation Health
KAISER FND HOSPITAL - OAKLAND CAMPUS,20024,2002,Private,#DIV/0!,Kaiser Foundation Health
KAISER FND HOSPITAL - PANORAMA CITY,20024,2002,Private,#DIV/0!,Kaiser Foundation Health
KAISER FND HOSPITAL - REDWOOD CITY,20024,2002,Private,#DIV/0!,Kaiser Foundation Health
KAISER FND HOSPITAL - RIVERSIDE,20024,2002,Private,#DIV/0!,Kaiser Foundation Health
KAISER FND HOSPITAL - SACRAMENTO,20024,2002,Private,#DIV/0!,Kaiser Foundation Health
KAISER FND HOSPITAL - SAN DIEGO,20024,2002,Private,#DIV/0!,Kaiser Foundation Health
KAISER FND HOSPITAL - SAN RAFAEL,20024,2002,Private,#DIV/0!,Kaiser Foundation Health
KAISER FND HOSPITAL - SANTA CLARA,20024,2002,Private,#DIV/0!,Kaiser Foundation Health
KAISER FND HOSPITAL - SANTA ROSA,20024,2002,Private,#DIV/0!,Kaiser Foundation Health
KAISER FND HOSPITAL - SO SAN FRANCISCO,20024,2002,Private,#DIV/0!,Kaiser Foundation Health
KAISER FND HOSPITAL - SOUTH SACRAMENTO,20024,2002,Private,#DIV/0!,Kaiser Foundation Health
KAISER FND HOSPITAL - SUNSET,20024,2002,Private,#DIV/0!,Kaiser Foundation Health
KAISER FND HOSPITAL - WALNUT CREEK,20024,2002,Private,#DIV/0!,Kaiser Foundation Health
KAISER FND HOSPITAL - WEST LA,20024,2002,Private,#DIV/0!,Kaiser Foundation Health
KAISER FND HOSPITAL - WOODLAND HILLS,20024,2002,Private,#DIV/0!,Kaiser Foundation Health
KAISER FOUNDATION HOSPITAL - ANAHEIM,20024,2002,Private,#DIV/0!,Kaiser Foundation Health
KAISER FOUNDATION HSP-MANTECA,20024,2002,Private,-0.004941145,Comparable
KAISER FOUNDATION NORTHERN REGION,20024,2002,Private,#DIV/0!,Kaiser Foundation Health
KAISER FOUNDATION SOUTHERN REGION,20024,2002,Private,#DIV/0!,Kaiser Foundation Health
KAISER PERMANENTE CHEMICAL DEP PROGRAM,20024,2002,Private,#DIV/0!,Kaiser Foundation Health
KAWEAH DELTA DISTRICT HOSPITAL,20024,2002,Public,0.024621198,Comparable
KEDREN COMMUNITY MENTAL HEALTH CENTER,20024,2002,Private,-0.0567863,Comparable
KENTFIELD REHABILITATION CENTER,20024,2002,Private,0.046659775,Comparable
KERN MEDICAL CENTER,20024,2002,Public,0.045885855,Comparable
KERN VALLEY HEALTHCARE DISTRICT,20024,2002,Public,-0.032184921,Comparable
KINDRED HOSPITAL - LA MIRADA,20024,2002,Private,0.169970975,Comparable
KINDRED HOSPITAL - LOS ANGELES,20024,2002,Private,0.089678579,Comparable
KINDRED HOSPITAL - MODESTO,20024,2002,Private,0.156474317,Comparable
KINDRED HOSPITAL - SAN DIEGO,20024,2002,Private,0.204527784,Comparable
KINDRED HOSPITAL BREA,20024,2002,Private,0.164853927,Comparable
KINDRED HOSPITAL ONTARIO,20024,2002,Private,0.270601241,Comparable
KINDRED HOSPITAL SAN FRANCISCO BAY AREA,20024,2002,Private,0.053265402,Comparable
KINDRED HOSPITAL WESTMINSTER,20024,2002,Private,0.199530405,Comparable
KINDRED HOSPITAL-SACRAMENTO,20024,2002,Private,0.188846153,Comparable
KINGSBURG MEDICAL HOSPITAL,20024,2002,Public,-0.000217206,Comparable
LA CASA PSYCHIATRIC HEALTH FACILITY,20024,2002,Private,0.039201315,Psychiatric Health Facilities
LA PALMA INTERCOMMUNITY HOSPITAL,20024,2002,Private,0.028462808,Comparable
LAC/HARBOR+UCLA MEDICAL CENTER,20024,2002,Public,0.128815571,Comparable
LAC/HIGH DESERT HOSPITAL,20024,2002,Public,-0.571696732,Comparable
LAC/MARTIN LUTHER KING JR. DREW MED CTR,20024,2002,Public,0.225888435,Comparable
LAC/OLIVE VIEW -UCLA MED CTR,20024,2002,Public,-0.094834327,Comparable
LAC/RANCHO LOS AMIGOS NATIONAL REHAB CTR,20024,2002,Public,0.339404315,Comparable
LAC/USC MEDICAL CENTER,20024,2002,Public,0.278554139,Comparable
LAGUNA HONDA HOSP & REHAB CENTER,20024,2002,Public,0.114037848,LTC Emphasis
LAKEWOOD REGIONAL MEDICAL CENTER - SOUTH,20024,2002,Private,0.127211416,Comparable
LANCASTER COMMUNITY HOSPITAL,20024,2002,Private,0.021398699,Comparable
LANGLEY PORTER PSYCHIATRIC INSTITUTE,20024,2002,Private,0.044082113,Comparable
LANTERMAN STATE HOSPITAL AND DEVELOPMENT,20024,2002,Public,-0.000196525,State Hospitals
LAS ENCINAS HOSPITAL,20024,2002,Private,-0.08699817,Comparable
LASSEN COMMUNITY HOSPITAL,20024,2002,Private,0.029246481,Comparable
LITTLE CO OF MARY-SAN PEDRO HOSPITAL,20024,2002,Private,0.017585479,Comparable
LITTLE COMPANY OF MARY HOSPITAL,20024,2002,Private,-0.017234186,Comparable
LODI MEMORIAL HOSPITAL,20024,2002,Private,0.072396201,Comparable
LOMA LINDA UNIVERSITY BEHAVIORAL MEDICIN,20024,2002,Private,0.082945684,Comparable
LOMA LINDA UNIVERSITY MEDICAL CENTER,20024,2002,Private,0.020016886,Comparable
LOMPOC HEALTHCARE DISTRICT,20024,2002,Public,-0.029696738,Comparable
LONG BEACH MEMORIAL MEDICAL CENTER,20024,2002,Private,0.00729883,Comparable
LOS ALAMITOS MEDICAL CENTER,20024,2002,Private,0.274896324,Comparable
LOS ANGELES COMMUNITY HOSPITAL,20024,2002,Private,-0.132242609,Comparable
LOS ANGELES METROPOLITAN MEDICAL CENTER,20024,2002,Private,0.234976279,Comparable
LOS ROBLES REGIONAL MEDICAL CENTER,20024,2002,Private,0.218832812,Comparable
LUCILE S PACKARD CHILDRENS HOSPITAL,20024,2002,Private,0.150208023,Comparable
MAD RIVER COMMUNITY HOSPITAL,20024,2002,Private,0.031581711,Comparable
MADERA COMMUNITY HOSPITAL,20024,2002,Private,-0.017969983,Comparable
MAMMOTH HOSPITAL,20024,2002,Public,0.063988195,Comparable
MARIAN MEDICAL CENTER,20024,2002,Private,0.045089127,Comparable
MARIE GREEN PSYCHIATRIC CENTER,20024,2002,Public,0,Psychiatric Health Facilities
MARIN GENERAL HOSPITAL,20024,2002,Private,0.026478277,Comparable
MARK TWAIN ST. JOSEPHS HOSPITAL,20024,2002,Private,-0.056874088,Comparable
MARSHALL MEDICAL CENTER,20024,2002,Private,0.112054009,Comparable
MAYERS MEMORIAL HOSPITAL,20024,2002,Public,0.020331229,Comparable
MEMORIAL HOSPITAL LOS BANOS,20024,2002,Private,0.102479572,Comparable
MEMORIAL HOSPITAL MODESTO,20024,2002,Private,0.173260877,Comparable
MEMORIAL HOSPITAL OF GARDENA,20024,2002,Private,0.105515365,Comparable
MENDOCINO COAST DISTRICT HOSPTIAL,20024,2002,Public,0.023507423,Comparable
MENIFEE VALLEY MEDICAL CENTER,20024,2002,Public,0.065861397,Comparable
MENLO PARK SURGICAL HOSPITAL,20024,2002,Private,0.003741766,Comparable
MERCY GENERAL HOSPITAL,20024,2002,Private,0.025125672,Comparable
MERCY HOSPITAL - BAKERSFIELD,20024,2002,Private,-0.048767381,Comparable
MERCY HOSPITAL - FOLSOM,20024,2002,Private,0.126701321,Comparable
MERCY HOSPITAL OF MT. SHASTA,20024,2002,Private,0.056397327,Comparable
MERCY MED CTR MERCED-DOMINICAN CAMPUS,20024,2002,Private,-0.021295849,Comparable
MERCY MEDICAL CENTER,20024,2002,Private,0.027768898,Comparable
MERCY MERCED MED CTR-COMMUNITY CAMPUS,20024,2002,Private,-0.041778207,Comparable
MERCY SAN JUAN HOSPITAL,20024,2002,Private,0.06305062,Comparable
MERCY WESTSIDE HOSPITAL,20024,2002,Private,-0.279608617,Comparable
MERRITT PERALTA INSTITUTE CDRH,20024,2002,Private,0.165398944,Comparable
METHODIST HOSPITAL OF SACRAMENTO,20024,2002,Private,-0.026632194,Comparable
