FAC_NAME,YEAR_QTR,YEAR,PrivatePublic,TotalMargin
SANTA ANA HOSPITAL MEDICAL CENTER,20033,,Private,-0.700954192
SANTA BARBARA COTTAGE HOSPITAL,20034,,Private,0.132872384
SANTA BARBARA COUNTY - PHF,20034,,Public,-1.21373838
SANTA CLARA VALLEY MEDICAL CENTER,20034,,Public,0.181082497
SANTA MONICA - UCLA MEDICAL CENTER,20034,,Private,-0.24882802
SANTA PAULA MEMORIAL HOSPITAL,20032,,Private,-0.180041921
SANTA ROSA MEMORIAL HOSPITAL,20034,,Private,0.06908674
SANTA TERESITA HOSPITAL,20034,,Private,-0.249568088
SANTA YNEZ VALLEY COTTAGE HOSPITAL,20034,,Private,0.058944968
SCRIPPS GREEN HOSPITAL,20034,,Private,0.102101203
SCRIPPS MEMORIAL HOSPITAL - CHULA VISTA,20034,,Private,-0.09280274
SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,20034,,Private,0.033543091
SCRIPPS MEMORIAL HOSPITAL-LA JOLLA,20034,,Private,0.065787235
SCRIPPS MERCY HOSPITAL,20034,,Private,0.062927663
SELMA DISTRICT HOSPITAL,20034,,Private,-0.122393548
SEMPERVIRENS PSYCHIATRIC HEALTH FACILITY,20034,,Public,0.11005267
SENECA HEALTHCARE DISTRICT,20034,,Public,-0.09017971
SEQUOIA HOSPITAL,20034,,Private,0.061547913
SETON MEDICAL CENTER,20034,,Private,0.033497008
SETON MEDICAL CENTER - COASTSIDE,20034,,Private,-0.177066664
SHARP CABRILLO HOSPITAL,20034,,Private,0.27841453
SHARP CHULA VISTA MEDICAL CENTER,20034,,Private,-0.013069899
SHARP CORONADO HOSPITAL & HEALTHCARE CTR,20034,,Private,-0.101842082
SHARP MARY BIRCH HOSPITAL FOR WOMEN,20034,,Private,0.140054243
SHARP MEMORIAL HOSPITAL,20034,,Private,0.026030734
SHARP VISTA PACIFICA,20034,,Private,0.318609122
SHASTA CO MENTAL HEALTH SERVICES- PHF,20034,,Public,0
SHASTA REGIONAL MEDICAL CENTER,20034,,Private,-0.224780835
SHERMAN OAKS HOSPITAL & HEALTH CENTER,20034,,Private,0.053407734
SHRINERS HOSPITAL FOR CHILDREN,20034,,Private,-186.6664927
SHRINERS HOSPITALS FOR CHILDREN NORTHERN,20034,,Private,#DIV/0!
SIERRA KINGS DISTRICT HOSPITAL,20034,,Public,0.001068992
SIERRA NEVADA MEMORIAL HOSPITAL,20034,,Private,0.038024065
SIERRA VALLEY DISTRICT HOSPITAL,20033,,Public,-0.160191758
SIERRA VIEW DISTRICT HOSPITAL,20034,,Public,0.125142986
SIERRA VISTA HOSPITAL,20034,,Private,0.216116276
SIERRA VISTA REGIONAL MEDICAL CENTER,20034,,Private,0.142816609
SIMI VALLEY HOSP & HLTH SVCS-SYCAMORE,20034,,Private,-0.011185159
SONOMA DEVELOPMENTAL CENTER,20034,,Public,0.000584061
SONOMA VALLEY HOSPITAL,20034,,Public,0.012746833
SONORA COMMUNITY HOSPITAL - FOREST,20034,,Private,-0.023523902
SOUTH BAY COMMUNITY HOSPITAL,20034,,Private,-0.09637749
SOUTH COAST MEDICAL CENTER,20034,,Private,-0.016405411
SOUTHERN INYO HOSPITAL,20034,,Public,-0.074321132
SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,20034,,Private,0.186182198
ST. AGNES MEDICAL CENTER,20034,,Private,0.08487841
ST. BERNARDINE MEDICAL CENTER,20034,,Private,-0.055876724
ST. ELIZABETH COMMUNITY HOSPITAL,20034,,Private,0.110428593
ST. FRANCIS MED CTR-SANTA BARBARA,20032,,Private,-0.501532544
ST. FRANCIS MEDICAL CENTER,20034,,Private,0.020923262
ST. FRANCIS MEMORIAL HOSPITAL,20034,,Private,0.043862145
ST. HELENA HOSPITAL,20034,,Private,0.00595144
ST. HELENA HOSPITAL BEH HLT CTR,20034,,Private,0.059158972
ST. JOHNS HOSPITAL AND HEALTH CENTER,20034,,Private,0.056382111
ST. JOHNS PLEASANT VALLEY HOSPITAL,20034,,Private,0.07879687
ST. JOHNS REGIONAL MEDICAL CENTER,20034,,Private,0.07126372
ST. JOSEPH HOSPITAL - EUREKA,20034,,Private,0.046166555
ST. JOSEPH HOSPITAL - ORANGE,20034,,Private,0.089867306
ST. JOSEPHS BEHAVIORAL HEALTH CENTER,20034,,Private,0.066073933
ST. JOSEPHS MEDICAL CENTER OF STOCKTON,20034,,Private,0.054557548
ST. JUDE MEDICAL CENTER,20034,,Private,0.139102209
ST. LOUISE REGIONAL HOSPITAL,20034,,Private,0.030917609
ST. LUKES HOSPITAL,20034,,Private,-0.255189788
ST. MARY  MEDICAL CENTER,20034,,Private,0.011306616
ST. MARY MEDICAL CENTER,20034,,Private,-0.049064182
ST. MARYS MEDICAL CENTER,20034,,Private,0.047969876
ST. ROSE HOSPITAL,20034,,Private,-0.136349627
ST. VINCENT MEDICAL CENTER,20034,,Private,-0.118274404
STANFORD UNIVERSITY HOSPITAL,20034,,Private,0.096800047
STANISLAUS BEHAVIORNAL HEALTH CENTER,20034,,Public,0.024868408
STANISLAUS SURG CENTER,20034,,Private,0.140601655
STAR VIEW ADOLESCENT - PHF,20034,,Private,0.299759791
SUBURBAN MEDICAL CENTER,20034,,Private,-0.19485687
SUMMIT MEDICAL CENTER,20034,,Private,0.038622408
SUN HEALTH ROBERT H BALLARD REHAB HSP,20034,,Private,0.083377755
SURPRISE VALLEY COMMUNITY HOSPITAL,20034,,Public,-0.118541673
SUTTER AMADOR HOSPITAL,20034,,Private,-0.034266454
SUTTER AUBURN FAITH HOSPITAL,20034,,Private,0.063774423
SUTTER CENTER FOR PSYCHIATRY,20034,,Private,0.055658686
SUTTER COAST HOSPITAL,20034,,Private,0.01274977
SUTTER DAVIS HOSPITAL,20034,,Private,0.143441787
SUTTER DELTA MEDICAL CENTER,20034,,Private,0.215836028
SUTTER LAKESIDE HOSPITAL,20034,,Private,0.024347211
SUTTER MATERNITY & SURGERY CENTER,20034,,Private,0.154456595
SUTTER MEDICAL CENTER OF SANTA ROSA,20034,,Private,0.011635053
SUTTER MEDICAL CENTER-SACRAMENTO,20034,,Private,0.1372788
SUTTER ROSEVILLE MEDICAL CENTER,20034,,Private,0.199757464
SUTTER SOLANO MEDICAL CENTER,20034,,Private,0.108885123
SUTTER TRACY COMMUNITY HOSPITAL,20034,,Private,0.261335113
SUTTER WARRACK HOSPITAL,20034,,Private,-0.271236909
SUTTER-YUBA - PHF,20034,,Public,-0.270423772
TAHOE FOREST HOSPITAL,20034,,Public,0.093145565
TARZANA TREATMENT CENTER,20034,,Private,0.038621299
TEHACHAPI HOSPITAL,20034,,Public,0.109808296
TELECARE PLACER CO - P.H.F.,20034,,Private,0.065638009
TELECARE SOLANO - PHF,20034,,Private,-0.238290514
TEMPLE COMMUNITY HOSPITAL,20034,,Private,0.034349941
THUNDER ROAD CHEMICAL DEPENDCY RCVRY HSP,20034,,Private,0.008419507
TOM REDGATE MEMORIAL RECOVERY CENTER,20034,,Private,-0.063976395
TORRANCE MEMORIAL MEDICAL CENTER,20034,,Private,0.065872026
TRI-CITY MEDICAL CENTER,20034,,Public,-0.008121042
TRI-CITY REGIONAL MEDICAL CENTER,20034,,Private,0.069081615
TRINITY GENERAL HOSPITAL,20034,,Public,-0.194201728
TULARE DISTRICT HOSPITAL,20034,,Public,0.053455023
TUOLUMNE GENERAL HOSPITAL,20034,,Public,0.032748606
TUSTIN HOSPITAL MEDICAL CENTER,20034,,Private,-0.141001912
TUSTIN REHABILITATION HOSPITAL,20034,,Private,0.02361674
TWIN CITIES COMMUNITY HOSPITAL,20034,,Private,0.183283211
UCLA MEDICAL CENTER,20034,,Private,-0.026106224
UCSF MEDICAL CENTER,20034,,Private,0.081784113
UKIAH VALLEY MEDICAL CENTER,20034,,Private,0.079732244
UNIVERSITY OF CALIF - SAN DIEGO MED CTR,20034,,Private,0.142370713
UNIVERSITY OF CALIFORNIA DAVIS MED CTR,20034,,Private,0.069966648
UNIVERSITY OF CALIFORNIA IRVINE MED CTR,20034,,Private,0.256100649
USC KENNETH NORRIS JR. CANCER HOSPITAL,20034,,Private,-0.026056513
USC UNIVERSITY HOSPITAL,20034,,Private,0.101944599
VACA VALLEY HOSPITAL,20034,,Private,0.230687815
VALLEY MEMORIAL HOSPITAL,20034,,Private,0.027701546
VALLEY PLAZA DOCTORS HOSPITAL,20034,,Private,-0.075257431
VALLEY PRESBYTERIAN HOSPITAL,20034,,Private,-0.006133511
VENTURA COUNTY MEDICAL CENTER,20034,,Public,0.183564448
VERDUGO HILLS HOSPITAL,20034,,Private,0.018686467
VICTOR VALLEY COMMUNITY HOSPITAL,20034,,Private,0.042465064
VISTA SPEC HSP OF SAN GABRIEL VLY,20034,,Private,-78.84615385
WASHINGTON HOSPITAL - FREMONT,20034,,Public,0.069746628
WATSONVILLE COMMUNITY HOSPITAL,20034,,Private,0.027242848
WEST ANAHEIM MEDICAL CENTER,20034,,Private,0.179312496
WEST HILLS HOSPITAL & MEDICAL CENTER,20034,,Private,0.030040104
WESTERN MEDICAL CENTER-ANAHEIM,20034,,Private,0.029358207
WESTERN MEDICAL CENTER-SANTA ANA,20034,,Private,-0.049875909
WHITE MEMORIAL MEDICAL CENTER,20034,,Private,0.063042268
WHITTIER HOSPITAL MEDICAL CENTER,20034,,Private,-0.138715901
WOODLAND MEMORIAL HOSPITAL,20034,,Private,-0.013242495
AGNEWS STATE HOSPITAL,20044,,Public,0.000243189
ALAMEDA COUNTY MEDICAL CENTER,20044,,Public,0.190045747
ALAMEDA HOSPITAL,20044,,Private,-0.147367391
ALHAMBRA HOSPITAL,20044,,Private,0.050996362
ALTA BATES SUMMIT MED CTR-ALTA BATES,20044,,Private,0.013855174
ALVARADO HOSPITAL MEDICAL CENTER,20044,,Private,-0.039682301
ALVARADO PARKWAY INSTITUTE BHS,20044,,Private,0.100349073
AMERICAN RECOVERY CENTER,20044,,Private,0.028986422
ANAHEIM GENERAL HOSPITAL,20044,,Private,-0.21664422
ANAHEIM MEMORIAL MEDICAL CENTER,20044,,Private,0.000711601
ANTELOPE VALLEY HOSPITAL MEDICAL CENTER,20044,,Public,-0.057871448
ARROWHEAD REGIONAL MEDICAL CENTER,20044,,Public,0.026882694
ARROYO GRANDE COMMUNITY HOSPITAL,20044,,Private,0.068517007
ATASCADERO STATE HOSPITAL,20044,,Public,-0.000181443
AURORA CHARTER OAK,20044,,Private,0.10997891
AURORA SAN DIEGO,20044,,Private,0.021547075
AURORA VISTA DEL MAR HOSPITAL,20044,,Private,-0.01092749
BAKERSFIELD HEART HOSPITAL,20044,,Private,0.042670425
BAKERSFIELD MEMORIAL HOSPITAL,20044,,Private,0.049655732
BANNER LASSEN MEDICAL CENTER,20044,,Private,0.343977681
BARLOW HOSPITAL,20044,,Private,0.062959089
BARSTOW COMMUNITY HOSPITAL,20044,,Private,0.299652047
BARTON MEMORIAL HOSPITAL,20044,,Private,0.06781223
BEAR VALLEY COMMUNITY HOSPITAL,20044,,Public,-0.129772008
BELLFLOWER MEDICAL CENTER,20044,,Private,-0.015331662
BETTY FORD CENTER OF EISENHOWER,20044,,Private,-0.02735838
BEVERLY HOSPITAL,20044,,Private,-0.129701559
BHC ALHAMBRA HOSPITAL,20044,,Private,0.257991874
BIGGS-GRIDLEY MEMORIAL HOSPITAL,20044,,Private,-0.31280693
BREA COMMUNITY HOSPITAL,20044,,Private,-0.132942852
BROTMAN MEDICAL CENTER,20044,,Private,-0.21849106
BUTTE COUNTY MENTAL HEALTH - PHF,20044,,Public,0.038684089
CALIFORNIA HOSPITAL MEDICAL CENTER,20044,,Private,-0.150295372
CALIFORNIA PACIFIC MEDICAL CENTER,20044,,Private,0.188772629
CANYON RIDGE HOSPITAL,20044,,Private,0.032978142
CASA COLINA HOSPITAL FOR REHABILITATIVE,20044,,Private,-0.006779675
CATALINA ISLAND MEDICAL CENTER,20044,,Private,0.132874028
CEDARS-SINAI MEDICAL CENTER,20044,,Private,0.044033377
CENTINELA FREEMAN M.C-MEMORIAL,20044,,Private,-0.330276719
CENTINELA FREEMAN MED CTR-CENTINELA,20044,,Private,-0.147959015
CENTINELA FREEMAN MED CTR-MARINA,20044,,Private,-0.069921739
CENTRAL VALLEY GENERAL HOSPITAL,20044,,Private,0.114347458
CENTRAL VALLEY ORTHOPEDIC & SPINE INST,20042,,Private,-1.512498083
CENTURY CITY DOCTORS HOSPITAL,20041,,Private,-0.082051187
CHAPMAN MEDICAL CENTER,20044,,Private,-0.151183661
CHILDRENS HOSP & RESEARCH CTR OAKLAND,20044,,Private,-0.015414395
CHILDRENS HOSP CENTRAL CALIF,20044,,Private,0.051695293
CHILDRENS HOSPITAL AT MISSION,20044,,Private,0.070826635
CHILDRENS HOSPITAL OF LOS ANGELES,20044,,Private,-0.057718583
CHILDRENS HOSPITAL OF ORANGE COUNTY,20044,,Private,0.024472173
CHILDRENS HOSPITAL-SAN DIEGO,20044,,Private,-0.034529571
CHILDRENS RECOVERY CENTER OF NORTHERN CA,20044,,Private,0.045161736
CHINESE HOSPITAL,20044,,Private,0.081265228
CHINO VALLEY MEDICAL CENTER,20044,,Private,6.57691E-08
CHOWCHILLA DISTRICT MEMORIAL HOSPITAL,20044,,Public,-0.058439645
CITRUS VALLEY MEDICAL CENTER - QV CAMPUS,20044,,Private,0.011395491
CITY OF ANGELS,20044,,Private,-0.012170247
CITY OF HOPE NATIONAL MEDICAL CENTER,20044,,Private,0.123291483
CLOVIS COMMUNITY HOSPITAL,20044,,Private,0.127762741
COALINGA REGIONAL MEDICAL CENTER,20044,,Public,0.131198972
COAST PLAZA DOCTORS HOSPITAL,20044,,Private,-0.030933371
COASTAL COMMUNITIES HOSPITAL,20044,,Private,-0.259764499
COLLEGE HOSPITAL,20044,,Private,0.100294545
COLLEGE HOSPITAL COSTA MESA,20044,,Private,-0.29769724
COLORADO RIVER MEDICAL CENTER,20044,,Private,0.277754167
COLUSA REGIONAL MEDICAL CENTER,20044,,Private,-0.023172114
COMMUNITY & MISSION HOSP-HTG PARK,20044,,Private,-0.165892056
COMMUNITY HOSPITAL OF LONG BEACH,20044,,Private,-0.043730131
COMMUNITY HOSPITAL OF LOS GATOS,20044,,Private,-0.019108962
COMMUNITY HOSPITAL OF MONTEREY PENINSULA,20044,,Private,0.047523969
COMMUNITY HOSPITAL OF SAN BERNARDINO,20044,,Private,-0.056205325
COMMUNITY MEM HOSP-SAN BUENAVENTURA,20044,,Private,0.263628762
COMMUNITY REGIONAL MEDICAL CENTER,20044,,Private,-0.012470868
CONTINENTAL REHAB HOSP FOR SAN DIEGO,20044,,Private,-0.266955718
CONTRA COSTA REGIONAL MEDICAL CENTER,20044,,Public,0.157334513
CORCORAN DISTRICT HOSPITAL,20044,,Public,0.115714592
CORONA REGIONAL MEDICAL CENTER,20044,,Private,0.126496761
DAMERON HOSPITAL,20044,,Private,0.034583419
DEL AMO HOSPITAL,20044,,Private,0.108111092
DELANO REGIONAL MEDICAL CENTER,20044,,Private,0.036929593
DESERT REGIONAL MEDICAL CENTER,20044,,Private,0.108634854
DESERT VALLEY HOSPITAL,20044,,Private,0.08728273
DOCTORS HOSPITAL OF MANTECA,20044,,Private,0.111592209
DOCTORS HOSPITAL OF WEST COVINA,20044,,Private,0.001233025
DOCTORS MEDICAL CENTER,20044,,Private,0.140804009
DOMINICAN SANTA CRUZ HOSPITAL - SOQUEL,20044,,Private,0.041516339
DOS PALOS MEMORIAL HOSPITAL,20044,,Private,0.036522223
DOWNEY COMMUNITY HOSPITAL,20044,,Private,-0.335624905
DRS MEDICAL CENTER - SAN PABLO-PINOLE,20044,,Private,-0.202456112
E & L MILLER CHILDRENS HOSPITAL,20044,,Private,-0.197389197
EAST LOS ANGELES DOCTORS HOSPITAL,20044,,Private,0.09574586
EAST VALLEY HOSPITAL MED CTR,20044,,Private,-0.054158568
EASTERN PLUMAS HEALTH CARE,20044,,Public,0.047978535
EDEN MEDICAL CENTER,20044,,Private,0.038530406
EISENHOWER MEDICAL CENTER,20044,,Private,0.004670742
EL CAMINO HOSPITAL,20044,,Private,0.094339296
EL CENTRO REGIONAL MEDICAL CENTER,20044,,Public,0.027369508
EL DORADO COUNTY MENTAL HEALTH - PHF,20044,,Public,0.002617076
ELASTAR COMMUNITY HOSPITAL,20041,,Private,-0.003025093
EMANUEL MEDICAL CENTER,20044,,Private,0.049187111
ENCINO TARZANA REGIONAL MEDICAL CENTER,20044,,Private,-0.156880837
ENCINO TARZANA REGIONAL MEDICAL CENTER,20044,,Private,-0.04876507
ENLOE MEDICAL CENTER - ESPLANADE CAMPUS,20044,,Private,0.043723228
FAIRCHILD MEDICAL CENTER,20044,,Private,0.017040457
FAIRVIEW DEVELOPMENTAL CENTER,20044,,Public,4.38917E-05
FALLBROOK HOSPITAL DISTRICT,20044,,Public,0.197704914
FEATHER RIVER HOSPITAL,20044,,Private,0.013407116
FOOTHILL PRESBYTERIAN HOSPITAL,20044,,Private,0.022530285
FOUNTAIN VALLEY RGNL HOSP & MC-EUCLID,20044,,Private,0.016452314
FRANK R HOWARD MEMORIAL HOSPITAL,20044,,Private,0.06924841
FREMONT HOSPITAL,20044,,Private,0.109395749
FRENCH HOSPITAL MEDICAL CENTER,20044,,Private,-0.033938499
FRESNO COUNTY - PHF,20044,,Public,-1.581506982
FRESNO HEART HOSPITAL,20044,,Private,-0.087661666
FRESNO SURGERY CENTER,20044,,Private,-0.08163852
GARDEN GROVE HOSPITAL & MEDICAL CENTER,20044,,Private,-0.053648779
GARFIELD MEDICAL CENTER,20044,,Private,0.031063937
GATEWAYS HOSPITAL AND MENTAL HEALTH CTR,20044,,Private,0.061339666
GEORGE L. MEE MEMORIAL HOSPITAL,20044,,Private,0.039958113
GLENDALE ADVENTIST MEDICAL CENTER,20044,,Private,0.033377715
GLENDALE MEMORIAL HOSPITAL & HEALTH CTR,20044,,Private,0.028951459
GLENN MEDICAL CENTER,20044,,Private,-0.030219737
GOLETA VALLEY COTTAGE HOSPITAL,20044,,Private,-0.047947939
GOOD SAMARITAN HOSPITAL -  BAKERSFIELD,20044,,Private,-0.079162459
GOOD SAMARITAN HOSPITAL - LA,20044,,Private,-0.064727696
GOOD SAMARITAN HOSPITAL - SAN JOSE,20044,,Private,0.079074642
GREATER EL MONTE COMMUNITY HOSPITAL,20044,,Private,-0.151308294
GROSSMONT HOSPITAL,20044,,Private,0.005696764
HANFORD COMMUNITY HOSPITAL,20044,,Private,-0.013035336
HAZEL HAWKINS MEMORIAL HOSPITAL,20044,,Public,0.039229914
HEALDSBURG DISTRICT HOSPITAL,20044,,Public,0.191079752
HEALTHBRIDGE CHILDRENS REHAB,20044,,Private,0.161560934
HEALTHSOUTH BAKERSFIELD REG REHAB HOSP,20044,,Private,0.134516446
HEBREW HOME FOR THE AGED DISABLED,20044,,Private,0.035235591
HEMET VALLEY MEDICAL CENTER,20044,,Public,0.058738108
HENRY MAYO NEWHALL MEMORIAL HOSPITAL,20044,,Private,0.088417846
HERITAGE OAKS HOSPITAL,20044,,Private,0.183303914
HI-DESERT MEDICAL CENTER,20044,,Public,0.042509413
HOAG MEMORIAL HOSPITAL PRESBYTERIAN,20044,,Private,0.179662622
HOLLYWOOD COMMUNITY HOSP OF HOLLYWOOD,20044,,Private,-0.155518658
HOLLYWOOD PRESBYTERIAN MEDICAL CTR,20044,,Private,-0.013804582
HUNTINGTON BEACH HOSPITAL,20044,,Private,-0.04415477
HUNTINGTON MEMORIAL HOSPITAL,20044,,Private,0.104696183
INDIAN VALLEY HOSPITAL,20044,,Public,-0.169030816
IRVINE MEDICAL CENTER,20044,,Private,-0.024939801
JEROLD PHELPS COMMUNITY HOSPITAL,20044,,Public,0.230915769
JOHN C FREMONT HEALTHCARE DISTRICT,20044,,Public,-0.00387452
JOHN F. KENNEDY MEMORIAL HOSPITAL,20044,,Private,-0.167952218
JOHN MUIR BEHAVIORAL HEALTH CENTER,20044,,Private,-0.059679163
JOHN MUIR MED CTR-CONCORD CAMPUS,20044,,Private,0.084104078
JOHN MUIR MED CTR-WALNUT CREEK CAMPUS,20044,,Private,0.168411599
KAISER FND HOSP - SANTA TERESA COMMUNITY,20044,,Private,#DIV/0!
KAISER FND HOSP REHAB CTR - VALLEJO,20044,,Private,#DIV/0!
KAISER FND HOSPITAL - BALDWIN PARK,20044,,Private,#DIV/0!
KAISER FND HOSPITAL - BELLFLOWER,20044,,Private,#DIV/0!
KAISER FND HOSPITAL - FONTANA,20044,,Private,#DIV/0!
KAISER FND HOSPITAL - FRESNO,20044,,Private,#DIV/0!
KAISER FND HOSPITAL - GEARY (S.F.),20044,,Private,#DIV/0!
KAISER FND HOSPITAL - HARBOR CITY,20044,,Private,#DIV/0!
KAISER FND HOSPITAL - HAYWARD,20044,,Private,#DIV/0!
KAISER FND HOSPITAL - OAKLAND CAMPUS,20044,,Private,#DIV/0!
KAISER FND HOSPITAL - PANORAMA CITY,20044,,Private,#DIV/0!
KAISER FND HOSPITAL - REDWOOD CITY,20044,,Private,#DIV/0!
KAISER FND HOSPITAL - RIVERSIDE,20044,,Private,#DIV/0!
KAISER FND HOSPITAL - SACRAMENTO,20044,,Private,#DIV/0!
KAISER FND HOSPITAL - SAN DIEGO,20044,,Private,#DIV/0!
KAISER FND HOSPITAL - SAN RAFAEL,20044,,Private,#DIV/0!
KAISER FND HOSPITAL - SANTA CLARA,20044,,Private,#DIV/0!
KAISER FND HOSPITAL - SANTA ROSA,20044,,Private,#DIV/0!
KAISER FND HOSPITAL - SO SAN FRANCISCO,20044,,Private,#DIV/0!
KAISER FND HOSPITAL - SOUTH SACRAMENTO,20044,,Private,#DIV/0!
KAISER FND HOSPITAL - SUNSET,20044,,Private,#DIV/0!
KAISER FND HOSPITAL - WALNUT CREEK,20044,,Private,#DIV/0!
KAISER FND HOSPITAL - WEST LA,20044,,Private,#DIV/0!
KAISER FND HOSPITAL - WOODLAND HILLS,20044,,Private,#DIV/0!
KAISER FOUNDATION HOSPITAL - ANAHEIM,20044,,Private,#DIV/0!
KAISER FOUNDATION HSP-MANTECA,20044,,Private,0.211631707
KAISER FOUNDATION NORTHERN REGION,20044,,Private,#DIV/0!
KAISER FOUNDATION SOUTHERN REGION,20044,,Private,#DIV/0!
KAISER PERMANENTE CHEMICAL DEP PROGRAM,20044,,Private,#DIV/0!
KAWEAH DELTA DISTRICT HOSPITAL,20044,,Public,0.034287821
KEDREN COMMUNITY MENTAL HEALTH CENTER,20044,,Private,-0.155279139
KENTFIELD REHABILITATION CENTER,20044,,Private,0.041732588
KERN MEDICAL CENTER,20044,,Public,-0.007012971
KERN VALLEY HEALTHCARE DISTRICT,20044,,Public,-0.050204952
KINDRED HOSPITAL - LA MIRADA,20044,,Private,0.316438901
KINDRED HOSPITAL - LOS ANGELES,20044,,Private,0.258679724
KINDRED HOSPITAL - MODESTO,20044,,Private,0.115164854
KINDRED HOSPITAL - SAN DIEGO,20044,,Private,0.168239562
KINDRED HOSPITAL BREA,20044,,Private,0.082280748
KINDRED HOSPITAL ONTARIO,20044,,Private,0.341257855
KINDRED HOSPITAL SAN FRANCISCO BAY AREA,20044,,Private,0.130490858
KINDRED HOSPITAL WESTMINSTER,20044,,Private,0.34341832
KINDRED HOSPITAL-SACRAMENTO,20044,,Private,0.170557595
KINGSBURG MEDICAL HOSPITAL,20044,,Public,-0.051780011
LA CASA PSYCHIATRIC HEALTH FACILITY,20044,,Private,-0.031791611
LA PALMA INTERCOMMUNITY HOSPITAL,20044,,Private,-0.138632314
LAC/HARBOR+UCLA MEDICAL CENTER,20044,,Public,0.221193774
LAC/MARTIN LUTHER KING JR. DREW MED CTR,20044,,Public,-0.034485017
LAC/OLIVE VIEW -UCLA MED CTR,20044,,Public,0.229123346
LAC/RANCHO LOS AMIGOS NATIONAL REHAB CTR,20044,,Public,0.444022264
LAC/USC MEDICAL CENTER,20044,,Public,0.350120039
LAGUNA HONDA HOSP & REHAB CENTER,20044,,Public,-0.01947208
LAKEWOOD REGIONAL MEDICAL CENTER - SOUTH,20044,,Private,-0.006138706
LANCASTER COMMUNITY HOSPITAL,20044,,Private,0.10410337
LANGLEY PORTER PSYCHIATRIC INSTITUTE,20044,,Private,-0.004297893
LANTERMAN STATE HOSPITAL AND DEVELOPMENT,20044,,Public,3.92734E-05
LAS ENCINAS HOSPITAL,20044,,Private,0.097822619
LITTLE CO OF MARY-SAN PEDRO HOSPITAL,20044,,Private,0.063619474
LITTLE COMPANY OF MARY HOSPITAL,20044,,Private,0.002416076
LODI MEMORIAL HOSPITAL,20044,,Private,0.298857209
LOMA LINDA UNIVERSITY BEHAVIORAL MEDICIN,20044,,Private,0.077919338
LOMA LINDA UNIVERSITY MEDICAL CENTER,20044,,Private,0.054384115
LOMPOC HEALTHCARE DISTRICT,20044,,Public,0.030328195
LONG BEACH MEMORIAL MEDICAL CENTER,20044,,Private,0.158071095
LOS ALAMITOS MEDICAL CENTER,20044,,Private,0.075204475
LOS ANGELES COMMUNITY HOSPITAL,20044,,Private,0.539885217
LOS ANGELES METROPOLITAN MEDICAL CENTER,20044,,Private,0.179834838
LOS ROBLES REGIONAL MEDICAL CENTER,20044,,Private,0.170571412
LUCILE S PACKARD CHILDRENS HOSPITAL,20044,,Private,0.030783995
MAD RIVER COMMUNITY HOSPITAL,20044,,Private,-0.079231099
MADERA COMMUNITY HOSPITAL,20044,,Private,0.036993119
MAMMOTH HOSPITAL,20044,,Public,0.118853164
MARIAN MEDICAL CENTER,20044,,Private,0.049941738
MARIE GREEN PSYCHIATRIC CENTER,20044,,Public,0
MARIN GENERAL HOSPITAL,20044,,Private,0.063640998
MARK TWAIN ST. JOSEPHS HOSPITAL,20044,,Private,-0.032282129
MARSHALL MEDICAL CENTER,20044,,Private,0.057185898
MAYERS MEMORIAL HOSPITAL,20044,,Public,-0.018384631
MEMORIAL HOSPITAL LOS BANOS,20044,,Private,0.034827399
MEMORIAL HOSPITAL MODESTO,20044,,Private,0.171228794
MEMORIAL HOSPITAL OF GARDENA,20044,,Private,0.111213167
MENDOCINO COAST DISTRICT HOSPTIAL,20044,,Public,0.044416771
MENIFEE VALLEY MEDICAL CENTER,20044,,Public,0.079672012
MENLO PARK SURGICAL HOSPITAL,20044,,Private,-0.262263788
MERCY GENERAL HOSPITAL,20044,,Private,0.063004726
MERCY HOSPITAL - BAKERSFIELD,20044,,Private,-0.039350677
MERCY HOSPITAL - FOLSOM,20044,,Private,0.129801284
MERCY HOSPITAL OF MT. SHASTA,20044,,Private,-0.028214957
MERCY MED CTR MERCED-DOMINICAN CAMPUS,20044,,Private,-0.539388488
MERCY MEDICAL CENTER,20044,,Private,0.059566796
MERCY MERCED MED CTR-COMMUNITY CAMPUS,20044,,Private,0.025101602
MERCY SAN JUAN HOSPITAL,20044,,Private,0.083074811
MERCY WESTSIDE HOSPITAL,20043,,Private,-1.174780471
MERRITT PERALTA INSTITUTE CDRH,20044,,Private,-0.564394656
METHODIST HOSPITAL OF SACRAMENTO,20044,,Private,-0.067275024
METHODIST HOSPITAL OF SOUTHERN CAL,20044,,Private,0.077793274
METROPOLITAN STATE HOSPITAL,20044,,Public,-0.014115216
MIRACLE MILE MEDICAL CENTER,20044,,Private,-0.185129564
MISSION COMMUNITY HOSPITAL - PANORAMA,20044,,Private,-0.058984302
MISSION HOSPITAL REGIONAL MEDICAL CENTER,20044,,Private,0.108760612
MODOC MEDICAL CENTER,20044,,Public,0.009879013
MONROVIA COMMUNITY HOSPITAL,20042,,Private,-0.10653538
MONTCLAIR HOSPITAL MEDICAL CENTER,20044,,Private,0.015754554
MONTEREY PARK HOSPITAL,20044,,Private,-0.086491924
MORENO VALLEY COMMUNITY HOSPITAL,20044,,Public,0.005847883
